标题,售价,单价,小区,区域,户型,面积,朝向,装修,楼层,楼层类型,楼层数,建筑结构,年份,详情页,面积数值,楼层数值,房间数,厅数,每房间价格,每平米房间数,是否南北通透,楼层类型编码,装修编码,cluster
满五唯一 3地铁口物业 交通便利 配套齐全,78.0,7909,仁和香堤雅境 ,尚东,2室2厅,98.63平米,南,精装,17层,1,17,板楼,2005年,https://cs.lianjia.com/ershoufang/104116046227.html,98.63,17.0,2.0,2.0,39.0,0.02027780594139714,0,,2,3
此房带一个独立露台，南北通透三房，地铁口配套成熟,90.0,8534,柠檬丽都 ,新开铺,3室2厅,105.47平米,南 北,其他,低楼层(共7层),低,7,板楼,2005年,https://cs.lianjia.com/ershoufang/104114582411.html,105.47,7.0,3.0,2.0,30.0,0.02844410732909832,1,0.0,1,4
四期 全新精空  业主诚心出售  可以随时看房,100.0,8334,时代倾城 ,金星北,3室2厅,120平米,南,其他,低楼层(共34层) ,低,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114680516.html,120.0,34.0,3.0,2.0,33.333333333333336,0.025,0,0.0,1,3
国庆新村 2室1厅 南,36.8,6560,国庆新村 ,烈士公园,2室1厅,56.1平米,南,简装,中楼层(共6层) ,中,6,板楼,unknown,https://cs.lianjia.com/ershoufang/104115777267.html,56.1,6.0,2.0,1.0,18.4,0.035650623885918005,0,1.0,1,0
开元路毛坯大四房  户型南北通透  采光通亮  中间楼层,75.0,5040,幸福洋房 ,开元路,4室2厅,148.82平米,南 北,其他,高楼层(共18层),高,18,板楼,2006年,https://cs.lianjia.com/ershoufang/104116297724.html,148.82,18.0,4.0,2.0,18.75,0.026878107781212204,1,2.0,1,4
时代倾城四期 装修嘎嘎新 采光视野嘎嘎好的两房,74.0,7900,时代倾城 ,金星北,2室2厅,93.68平米,南,其他,中楼层(共34层) ,中,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116371915.html,93.68,34.0,2.0,2.0,37.0,0.02134927412467976,0,1.0,1,1
次新品质小区，正地铁口，砂之船旁，诚心出售,68.0,7341,勤诚达境界城 ,金星北,3室2厅,92.64平米,南,毛坯,低楼层(共34层) ,低,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114783345.html,92.64,34.0,3.0,2.0,22.666666666666668,0.03238341968911917,0,0.0,0,2
地铁口，小高层，准新精装大四房，低密度,169.0,11952,旭辉铂宸府 ,雷锋镇,4室2厅,141.41平米,南,精装,高楼层(共17层) ,高,17,塔楼,unknown,https://cs.lianjia.com/ershoufang/104114972225.html,141.41,17.0,4.0,2.0,42.25,0.028286542677321266,0,2.0,2,1
全新小区 没有入住  房东诚心出售,125.0,10498,梦想新天地 ,东方红,3室1厅,119.08平米,南,精装,低楼层(共29层) ,低,29,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104116174395.html,119.08,29.0,3.0,1.0,41.666666666666664,0.02519314746388982,0,0.0,2,3
地铁口花园小区.江景两房.房东诚心卖.价格好谈.,72.0,8549,双湾国际 ,金霞,2室2厅,84.23平米,南 北,精装,高楼层(共31层),高,31,板塔结合,2011年,https://cs.lianjia.com/ershoufang/104116412544.html,84.23,31.0,2.0,2.0,36.0,0.023744509082274722,1,2.0,2,4
湘语梅溪143㎡四房，居家装修，拎包入住,180.0,12600,中国铁建湘语梅溪 ,东方红,4室2厅,142.86平米,南 北,精装,低楼层(共47层) ,低,47,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104113762444.html,142.86,47.0,4.0,2.0,45.0,0.027999440011199774,1,0.0,2,4
湘江天地地铁口 真正复式楼 得房大 高楼层视野佳,120.0,10057,润和湘江天地 ,金星北,4室2厅,119.33平米,南,毛坯,高楼层(共33层) ,高,33,板楼,unknown,https://cs.lianjia.com/ershoufang/104115010384.html,119.33,33.0,4.0,2.0,30.0,0.03352048939914523,0,2.0,0,2
湘江天地天子楼层，视野好，可看江，诚意出售。,136.0,9477,润和湘江天地 ,金星北,4室2厅,143.52平米,南,毛坯,高楼层(共33层) ,高,33,板楼,unknown,https://cs.lianjia.com/ershoufang/104115412606.html,143.52,33.0,4.0,2.0,34.0,0.027870680044593085,0,2.0,0,2
次新楼盘，近地铁，楼层好，视野开阔，小区环境好,135.0,12410,梅溪悦章 ,东方红,3室2厅,108.79平米,南,精装,高楼层(共47层) ,高,47,板楼,unknown,https://cs.lianjia.com/ershoufang/104115876602.html,108.79,47.0,3.0,2.0,45.0,0.027576063976468425,0,2.0,2,1
一号线  正地铁 口  精装三房拎包入住,110.0,10236,金地兰亭樾 ,金霞,3室1厅,107.47平米,南,精装,中楼层(共30层),中,30,板楼,2022年,https://cs.lianjia.com/ershoufang/104114051344.html,107.47,30.0,3.0,1.0,36.666666666666664,0.02791476691169629,0,1.0,2,1
梅溪左岸精装小三房，业主急售，同户型很优质的一套,138.8,12220,欣利梅溪左岸 ,东方红,3室2厅,113.59平米,南,其他,低楼层(共31层) ,低,31,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104115305912.html,113.59,31.0,3.0,2.0,46.26666666666667,0.026410775596443347,0,0.0,1,3
麓谷高新板块，南北通透大四房，湖景小区，,120.0,9560,阳光城溪山悦 ,雷锋镇,4室2厅,125.53平米,南 北,精装,高楼层(共34层),高,34,板塔结合,2021年,https://cs.lianjia.com/ershoufang/104113492664.html,125.53,34.0,4.0,2.0,30.0,0.03186489285429778,1,2.0,2,4
次新小区 中海品质 开发商精装,160.0,14325,中海阅溪府 ,东方红,3室2厅,111.7平米,南,其他,高楼层(共31层),高,31,板塔结合,2022年,https://cs.lianjia.com/ershoufang/104114674127.html,111.7,31.0,3.0,2.0,53.333333333333336,0.02685765443151298,0,2.0,1,1
培元桥地铁站 金满地 上城金都 一室 带天然气,41.0,7628,上城金都国际公馆 ,松桂园,1室1厅,53.75平米,东,其他,中楼层(共29层) ,中,29,塔楼,unknown,https://cs.lianjia.com/ershoufang/104116428063.html,53.75,29.0,1.0,1.0,41.0,0.018604651162790697,0,1.0,1,0
央企开发，次新小区，正地铁口，双阳台设计,112.0,8535,广泽上苑 ,金霞,4室2厅,131.23平米,南,其他,高楼层(共26层) ,高,26,板楼,unknown,https://cs.lianjia.com/ershoufang/104114972680.html,131.23,26.0,4.0,2.0,28.0,0.030480835174883793,0,2.0,1,1
花园次新小区 书院南路 带车位的价格 诚心出售,93.8,9771,荣盛花语书苑 ,黄土岭,3室1厅,96平米,南,精装,中楼层(共34层),中,34,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104116123804.html,96.0,34.0,3.0,1.0,31.266666666666666,0.03125,0,1.0,2,0
地铁口 中间楼层 精装两房 随时可看 满五唯一无抵押,53.8,6633,丽发新城 ,跳马,2室2厅,81.12平米,南,精装,低楼层(共24层),低,24,塔楼,2013年,https://cs.lianjia.com/ershoufang/104115954395.html,81.12,24.0,2.0,2.0,26.9,0.024654832347140037,0,0.0,2,3
次新房，保养好，南北通透三房读书方便,101.0,9100,恒大雅苑 ,广电,3室2厅,111平米,南 北,其他,高楼层(共32层) ,高,32,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116196989.html,111.0,32.0,3.0,2.0,33.666666666666664,0.02702702702702703,1,2.0,1,4
戥子桥 3室1厅 南 北,56.8,10476,戥子桥 ,松桂园,3室1厅,54.22平米,南 北,精装,中楼层(共6层) ,中,6,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104116358347.html,54.22,6.0,3.0,1.0,18.933333333333334,0.05533013648100332,1,1.0,2,0
梅溪湖步步高旁毛坯两房，近地铁，低总价,48.0,5909,和润园 ,雷锋镇,2室2厅,81.24平米,南,毛坯,18层 ,1,18,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104115519396.html,81.24,18.0,2.0,2.0,24.0,0.024618414574101428,0,,0,2
新小区南山一方精装空房，中轴之上。,125.0,10101,南山梅溪一方 ,东方红,3室2厅,123.76平米,南,精装,55层 ,5,55,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104112161712.html,123.76,55.0,3.0,2.0,41.666666666666664,0.024240465416936006,0,,2,1
经典2楼 五一广场地铁口 精致小2房 采光好 急售,40.0,8889,府后街二条巷3号 ,松桂园,2室1厅,45平米,南 北,精装,中楼层(共4层) ,中,4,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104116269036.html,45.0,4.0,2.0,1.0,20.0,0.044444444444444446,1,1.0,2,0
视野宽阔，采光充足，配套设施齐全，交通便利,152.9,11987,爱家当代境MOMΛ ,东方红,4室2厅,127.56平米,南,其他,中楼层(共20层),中,20,板塔结合,2023年,https://cs.lianjia.com/ershoufang/104114522451.html,127.56,20.0,4.0,2.0,38.225,0.03135779241141424,0,1.0,1,2
六号线正地铁口的小户型，交通出行方便，总价低,22.0,5685,华侨假日中心 ,东方红,1室0厅,38.7平米,西,其他,中楼层(共24层),中,24,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104116414754.html,38.7,24.0,1.0,0.0,22.0,0.025839793281653745,0,1.0,1,0
鑫苑名家 地铁口精装四房 边户 南北双阳台 中间楼层,130.0,10743,鑫苑名家 ,东方红,4室2厅,121.02平米,南 北,精装,中楼层(共33层),中,33,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104114564784.html,121.02,33.0,4.0,2.0,32.5,0.03305238803503553,1,1.0,2,4
急急急保养95新中间楼层两梯三户南北对流,179.8,12760,华申阳光城未来悦 ,洋湖垸,4室2厅,140.91平米,南,精装,中楼层(共29层) ,中,29,板楼,unknown,https://cs.lianjia.com/ershoufang/104116368591.html,140.91,29.0,4.0,2.0,44.95,0.028386913632815272,0,1.0,2,1
丝茅冲地铁口 六亩地宿舍 出入方便 烈士公园近,40.8,4821,六亩地宿舍 ,烈士公园,2室2厅,84.64平米,南,其他,中楼层(共7层) ,中,7,板楼,unknown,https://cs.lianjia.com/ershoufang/104115778694.html,84.64,7.0,2.0,2.0,20.4,0.023629489603024575,0,1.0,1,3
急售！市政府旁次新小区 满五唯一 密码锁 随时看房,68.0,7995,荣泰广场 ,河西人人乐,3室2厅,85.06平米,南,简装,高楼层(共34层),高,34,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104113069096.html,85.06,34.0,3.0,2.0,22.666666666666668,0.035269221725840585,0,2.0,1,1
二环内次新小区，正规2房，满五不唯一,62.0,8036,荣泰广场 ,河西人人乐,2室2厅,77.16平米,南,毛坯,高楼层(共31层),高,31,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104115938146.html,77.16,31.0,2.0,2.0,31.0,0.02592016588906169,0,2.0,0,2
城轨口 A区莱茵城大三房出售 精装修 拎包入住 诚心卖,128.0,10684,宜居莱茵城 ,河西人人乐,3室2厅,119.81平米,南 北,精装,高楼层(共18层),高,18,板塔结合,2010年,https://cs.lianjia.com/ershoufang/104116378645.html,119.81,18.0,3.0,2.0,42.666666666666664,0.02503964610633503,1,2.0,2,4
带燃气 正规一房 园林小区 看房基本方便,88.8,9225,长盛岚庭 ,新开铺,3室1厅,96.27平米,南,其他,低楼层(共18层),低,18,板楼,2015年,https://cs.lianjia.com/ershoufang/104116083180.html,96.27,18.0,3.0,1.0,29.599999999999998,0.031162355874104083,0,0.0,1,3
盛地尊域 2室2厅 南 北,38.0,5613,盛地尊域 ,万家丽北,2室2厅,67.7平米,南 北,其他,中楼层(共27层),中,27,塔楼,2013年,https://cs.lianjia.com/ershoufang/104116055360.html,67.7,27.0,2.0,2.0,19.0,0.029542097488921712,1,1.0,1,4
全新精装三房两卫 业主诚心出售 拎包入住 出价就谈,89.8,9101,润和长郡二期 ,金星北,3室2厅,98.68平米,南,精装,低楼层(共32层) ,低,32,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104116392042.html,98.68,32.0,3.0,2.0,29.933333333333334,0.030401297122010538,0,0.0,2,3
树木岭正C位！成熟地段！地铁+城铁，东二环+劳动路,120.8,13145,保利大都汇 ,高桥,3室1厅,91.9平米,南,精装,高楼层(共34层) ,高,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104113885016.html,91.9,34.0,3.0,1.0,40.266666666666666,0.032644178454842215,0,2.0,2,1
锦泰广场 宝庆金都 电梯小高层 周正四房 满五唯一,95.0,5597,宝庆金都 ,火车站,4室2厅,169.75平米,南 北,简装,低楼层(共9层),低,9,板楼,2003年,https://cs.lianjia.com/ershoufang/104113117048.html,169.75,9.0,4.0,2.0,23.75,0.023564064801178203,1,0.0,1,4
可买来出租，离五一广场近 好出租，生活便利 配套完善,28.8,6955,环城堤综合楼 ,松桂园,1室1厅,41.41平米,北,简装,中楼层(共8层) ,中,8,塔楼,unknown,https://cs.lianjia.com/ershoufang/104114648341.html,41.41,8.0,1.0,1.0,28.8,0.02414875633904854,0,1.0,1,0
地铁口次新小区鑫远悦城点石装修三房两厅两卫,112.0,11314,鑫远悦城 ,省政府,3室2厅,99平米,南,精装,中楼层(共15层),中,15,板塔结合,2016年,https://cs.lianjia.com/ershoufang/104115510663.html,99.0,15.0,3.0,2.0,37.333333333333336,0.030303030303030304,0,1.0,2,3
业主搬迁换大房，诚心出售，少有放盘，价格还有空间。,51.8,4902,奥园世家 ,宁乡县,3室2厅,105.68平米,东南,精装,高楼层(共33层),高,33,板塔结合,2020年,https://cs.lianjia.com/ershoufang/104115517196.html,105.68,33.0,3.0,2.0,17.266666666666666,0.028387585162755486,0,2.0,2,1
6-7号线双地铁口、窑岭 湘雅附二旁 一梯一户 大三房,65.0,6281,湖南医大附二院广济桥宿舍 ,浏城桥,3室2厅,103.49平米,南,简装,8层 ,8,8,板楼,unknown,https://cs.lianjia.com/ershoufang/104115972087.html,103.49,8.0,3.0,2.0,21.666666666666668,0.02898830804908687,0,,1,3
颐美会现代城 2室2厅 南,68.0,7800,颐美会现代城 ,浏城桥,2室2厅,87.18平米,南,简装,低楼层(共29层),低,29,塔楼,2006年,https://cs.lianjia.com/ershoufang/104116230575.html,87.18,29.0,2.0,2.0,34.0,0.022941041523285157,0,0.0,1,3
旭辉御府7楼，南看看小区游泳池，采光通风好安静宜居,106.8,11180,旭辉御府 ,梅溪湖北岸,3室2厅,95.53平米,南,简装,低楼层(共34层),低,34,板塔结合,2015年,https://cs.lianjia.com/ershoufang/104112838518.html,95.53,34.0,3.0,2.0,35.6,0.03140374751386999,0,0.0,1,3
前排视野无遮挡 视野开阔 中间楼层 园林好 近地铁,265.0,20101,龙湖春江郦城 ,滨江新城,3室2厅,131.84平米,南,精装,中楼层(共34层),中,34,板楼,2022年,https://cs.lianjia.com/ershoufang/104115141686.html,131.84,34.0,3.0,2.0,88.33333333333333,0.02275485436893204,0,1.0,2,1
北辰C3区 35W自住装修 保养好 满五唯一 近地铁,190.0,15448,北辰三角洲C3 ,北辰三角洲,3室1厅,123平米,南,精装,高楼层(共49层) ,高,49,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114606022.html,123.0,49.0,3.0,1.0,63.333333333333336,0.024390243902439025,0,2.0,2,1
松哥好房 二期8成新自住精装两房 楼层好,66.0,7489,时代倾城 ,金星北,2室2厅,88.14平米,南,精装,高楼层(共35层) ,高,35,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114745013.html,88.14,35.0,2.0,2.0,33.0,0.02269117313365101,0,2.0,2,1
中一九骏 3室2厅 南,98.0,11010,中一九骏 ,汽车西站,3室2厅,89.01平米,南,精装,高楼层(共32层),高,32,板塔结合,2012年,https://cs.lianjia.com/ershoufang/104116308383.html,89.01,32.0,3.0,2.0,32.666666666666664,0.033704078193461405,0,2.0,2,1
1北辰商圈全南户型 自住未出租 保养号,138.0,10251,君悦香邸 ,北辰三角洲,3室2厅,134.63平米,南,其他,中楼层(共28层),中,28,板塔结合,2007年,https://cs.lianjia.com/ershoufang/104115300602.html,134.63,28.0,3.0,2.0,46.0,0.022283294956547576,0,1.0,1,1
玖珑山 靠山楼栋 安静 可看湖,74.0,7545,玖珑山 ,麓谷西,3室2厅,98.09平米,南,精装,高楼层(共32层) ,高,32,板楼,unknown,https://cs.lianjia.com/ershoufang/104114604646.html,98.09,32.0,3.0,2.0,24.666666666666668,0.03058415740646345,0,2.0,2,1
首付低，买松雅湖，特立公园旁，居家两房,34.0,4361,灰埠小区 ,松雅湖,2室2厅,77.97平米,南 北,精装,中楼层(共6层) ,中,6,板楼,unknown,https://cs.lianjia.com/ershoufang/104116081811.html,77.97,6.0,2.0,2.0,17.0,0.025650891368475055,1,1.0,2,4
绿地香树花城精空两房两厅，低楼层，通地下车库,33.8,4333,绿地香树花城 ,望城区,2室2厅,78.02平米,南 北,精装,低楼层(共34层) ,低,34,板塔结合,unknown,https://cs.lianjia.com/ershoufang/104114730946.html,78.02,34.0,2.0,2.0,16.9,0.025634452704434763,1,0.0,2,4
毛坯房，户型周正，中高楼层采光好,58.0,6532,天麓尚层 ,雷锋大道,3室2厅,88.8平米,南,毛坯,高楼层(共33层),高,33,板塔结合,2014年,https://cs.lianjia.com/ershoufang/104115597877.html,88.8,33.0,3.0,2.0,19.333333333333332,0.033783783783783786,0,2.0,0,2
未来漫城精装1房家具家电齐全拎包入住看房方便,29.8,6712,未来漫城 ,松雅湖,1室1厅,44.4平米,南,精装,低楼层(共31层),低,31,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104115191883.html,44.4,31.0,1.0,1.0,29.8,0.022522522522522525,0,0.0,2,0
银盘鑫城四房，诚心出售，看房方便。,58.0,5115,银盘鑫城 ,月湖,3室2厅,113.4平米,南,精装,低楼层(共16层),低,16,板塔结合,2012年,https://cs.lianjia.com/ershoufang/104115561577.html,113.4,16.0,3.0,2.0,19.333333333333332,0.026455026455026454,0,0.0,2,3
挨着地铁口 人车分流 中高层南北向四房,155.0,13117,中国铁建梅溪青秀二期 ,梅溪湖北岸,4室2厅,118.17平米,南 北,其他,高楼层(共27层),高,27,板塔结合,2018年,https://cs.lianjia.com/ershoufang/104115409289.html,118.17,27.0,4.0,2.0,38.75,0.03384953880003385,1,2.0,1,4
公摊小 南北通透 小区安静 拎包入住 有车位,105.0,8769,瑞都豪庭 ,四方坪,4室1厅,119.74平米,南 北,精装,低楼层(共33层),低,33,板塔结合,2012年,https://cs.lianjia.com/ershoufang/104115523856.html,119.74,33.0,4.0,1.0,26.25,0.033405712376816436,1,0.0,2,4
地铁口中南汽车世界2022年花19万巨资装修忍痛割爱,41.0,4666,中南汽车世界 ,中南汽车世界,2室2厅,87.87平米,南 北,其他,低楼层(共6层),低,6,板楼,2004年,https://cs.lianjia.com/ershoufang/104115935094.html,87.87,6.0,2.0,2.0,20.5,0.022760896779333104,1,0.0,1,4
次新小区带湖景公园，满五唯一七号线七百米，随时看房,95.0,9088,红星国际公馆 ,铁道学院,3室2厅,104.54平米,东南,简装,高楼层(共32层) ,高,32,暂无数据,unknown,https://cs.lianjia.com/ershoufang/104115078138.html,104.54,32.0,3.0,2.0,31.666666666666668,0.028697149416491294,0,2.0,1,1
次新房全新精装修未住过人靠海吉星松雅湖平高双桥小x,79.8,6827,绿色金典 ,星沙其他,3室2厅,116.89平米,南 北,精装,中楼层(共32层) ,中,32,塔楼,unknown,https://cs.lianjia.com/ershoufang/104115577371.html,116.89,32.0,3.0,2.0,26.599999999999998,0.02566515527418941,1,1.0,2,4
满五唯一，高桥地铁口，居家三房，楼层视野好,105.0,8642,上河国际花园C区 ,高桥,3室2厅,121.5平米,南,精装,中楼层(共25层),中,25,板塔结合,2007年,https://cs.lianjia.com/ershoufang/104115608175.html,121.5,25.0,3.0,2.0,35.0,0.024691358024691357,0,1.0,2,1
精装修一居室， 业主诚心卖，看房方便,25.0,5483,天元涉外景园 ,枫林三路,1室1厅,45.6平米,南,其他,高楼层(共29层),高,29,塔楼,2017年,https://cs.lianjia.com/ershoufang/104114408717.html,45.6,29.0,1.0,1.0,25.0,0.021929824561403508,0,2.0,1,0
正东塘品质单位小区双地铁户型好满五唯一自住三房,46.0,4913,金科园 ,东塘,3室1厅,93.63平米,南,精装,高楼层(共7层) ,高,7,板楼,unknown,https://cs.lianjia.com/ershoufang/104114882632.html,93.63,7.0,3.0,1.0,15.333333333333334,0.03204101249599488,0,2.0,2,0
品质小区，品质物业，中间楼层，采光很好,210.0,14701,牡丹舸 ,梅溪湖北岸,3室2厅,142.85平米,南,毛坯,低楼层(共43层),低,43,板塔结合,2017年,https://cs.lianjia.com/ershoufang/104115717242.html,142.85,43.0,3.0,2.0,70.0,0.021001050052502628,0,0.0,0,2
